Track Name,Artist,Album,Popularity,Duration (min),Added Date
Ghost of You,Mimi Webb,Amelia,51,2.62,3/8/2023
20s,Bow Anderson,20s,51,3.07,3/8/2023
gone,Jessica Baio,gone,50,3.19,3/8/2023
What's With The Roses,NOTD & Kiiara,NOTED...EP,37,2.83,3/8/2023
FALLING 4 SOMEBODY,NERIAH,FALLING 4 SOMEBODY,25,2.53,3/8/2023
what would you do?,Tate McRae,i used to think i could fly,64,2.78,3/8/2023
See You Soon,Mimi Webb,Amelia,26,2.64,3/8/2023
CHARGER,ELIO,Can You Hear Me Now?,50,2.49,3/8/2023
Love Me Again,RAYE,Love Me Again,51,3.3,3/8/2023
trust issues,Jessica Baio,trust issues,50,2.24,3/8/2023
SUPERIMPOSE,ELIO,ELIO'S INFERNO,50,3.13,3/8/2023
The Other Side,Mimi Webb,Amelia,31,2.76,3/8/2023
Say Less,Rosie Darling,Golden Age,41,1.61,3/8/2023
Roles Reversed,Mimi Webb,Amelia,43,3.76,3/8/2023
Your Side Of The Bed - Steve Reece Remix,Loote & Steve Reece,Your Side Of The Bed (Remixes),43,2.7,3/8/2023
Freezing,Mimi Webb,Amelia,48,2.95,3/8/2023
Die 4 Me,Halsey,Die 4 Me,56,3.58,3/8/2023
Din cauza ta,Nicole Cherry & Carla's Dreams,Din cauza ta,39,3.38,3/6/2023
drunk text me,Lexi Jayde,closer to closure,25,3.55,3/5/2023
My Mind & Me,Selena Gomez,My Mind & Me,58,2.46,3/5/2023
Hero,Family of the Year,Loma Vista,63,3.17,3/3/2023
Don't Let Me,Morningsiders,A Little Lift,52,3.06,3/3/2023
Heartworks,Wingtip,Heartworks,50,2.66,3/3/2023
My Stupid Heart (with Lauv),Walk off the Earth & Lauv,My Stupid Heart (with Lauv),49,2.68,3/3/2023
Freight Train,Sara Jackson-Holman,Cardiology,32,3.58,3/2/2023
Aurora,COMA,Aurora,19,2.7,3/2/2023
Poate,Valeria Stoica,I Don't Like Roses,29,3.53,3/2/2023
Ce urmeaza,Andia,Pietre Pretioase,39,3.24,3/2/2023
Basul și cu toba mare,Paulina & E-An-Na,Săraca fată bogată,25,2.74,3/1/2023
Multe Nopți,Paulina,Multe Nopți,16,2.29,3/1/2023
Neiubita ta,Irina Rimes,Neiubita ta,40,2.83,3/1/2023
Solar Power - Spotify Singles,Glass Animals,Spotify Singles,45,2.9,3/1/2023
Life In The City,The Lumineers,III,48,3.86,3/1/2023
Ruby Fields,Sarah and the Sundays,So You're Mad About the Cups,46,3.12,3/1/2023
Tainted Love,Milky Chance,Trip Tape,57,2.99,3/1/2023
Best Day Of My Life,Tom Odell,Best Day of My Life,50,2.45,3/1/2023
BRIGHTSIDE,The Lumineers,BRIGHTSIDE,50,3.83,3/1/2023
April,The Lumineers,III,33,0.83,3/1/2023
I Tried,Daniel Seavey,I Tried,54,2.27,2/26/2023
SH!TSHOW,NERIAH,SH!TSHOW,40,3.09,2/26/2023
Spiderwebs,Alfie Jukes,Spiderwebs,45,2.55,2/26/2023
latenight,Leyla Blue,latenight,50,3.02,2/26/2023
Places,Portair,Places,51,3.54,2/26/2023
You Problem,Cloudy June & emlyn,You Problem,44,3.03,2/26/2023
FaceTime,Saint Levant,FaceTime,50,2.56,2/26/2023
do u really? (with Ruth B.),Lyn Lapid & Ruth B.,do u really?,38,2.69,2/26/2023
Did It Hurt?,Ellise,Did It Hurt?,35,2.74,2/26/2023
Locksmith,Sadie Jean,Locksmith,67,2.73,2/26/2023
my fault,Zeph,crush (demos),50,1.01,2/26/2023
Wicked,Miki Ratsula,Wicked,38,2.72,2/26/2023
We Go Down Together (with Khalid),Dove Cameron & Khalid,We Go Down Together (with Khalid),58,3.08,2/26/2023
Sweet Goodbye,Robin Schulz,Sweet Goodbye,48,2.63,2/26/2023
Get Outta My Heart,Ava Max,Diamonds & Dancefloors,44,3.01,2/26/2023
Weapons,Ava Max,Dancing's Done,50,2.53,2/26/2023
Concrete,Ben Kessler,Concrete,34,2.53,2/25/2023
Side Effects,Astrid S,Side Effects,24,2.29,2/25/2023
Borderline,Tove Lo,Borderline,47,3.22,2/25/2023
You're the Sea,Andrew Belle,Nightshade,42,2.91,2/25/2023
Long Way to Go,P!nk & The Lumineers,TRUSTFALL,52,3.15,2/23/2023
Car Accident,Jade LeMac,Constellations,50,3.56,2/23/2023
You and you,Darwin,You and you,50,1.19,2/19/2023
HUSH,Ari Abdul,Fallen Angel,53,3.18,2/19/2023
Elephant In The Room,Rowan Drake,Elephant In The Room,50,2.69,2/19/2023
A Long Way,Louyah,A Long Way,36,1.42,2/19/2023
It Could Be Worse,Ben Kessler,Cruise Control,35,1.56,2/19/2023
Intimacy,Alex Kehm,Intimacy,44,1.96,2/19/2023
Hurt Locker,FINNEAS,Optimist (Deluxe),28,3.44,2/18/2023
blushing!,BETWEEN FRIENDS,we just need some time together,50,3.86,2/15/2023
Cannonball,Damien Rice,O,57,5.17,2/14/2023
Brainstorm,Alexander 23,"Oh No, Not Again! - EP",41,3.08,2/10/2023
Steam,Leon Bridges,Gold-Diggers Sound,50,3.38,2/10/2023
The Hardest Part,Olivia Dean,The Hardest Part,56,2.93,2/10/2023
Situation,Ruth B.,Moments in Between,50,3.51,2/7/2023
Close My Eyes,Hey Violet,Close My Eyes,31,3.37,2/6/2023
Better By Myself,Hey Violet,Better By Myself,44,3.24,2/6/2023
Big Bad City,Evalyn,Salvation,36,3.69,2/6/2023
Unlovable,Delacey,Black Coffee,50,2.74,2/6/2023
Slow Dive,CLAVVS,No Saviors (Extended),39,3.85,2/6/2023
What A Heavenly Way To Die,Troye Sivan,Bloom,49,3.13,2/6/2023
Holy,King Princess,Make My Bed,52,2.91,2/6/2023
Dancing in a Daydream,Roses & Revolutions & Weathers,Under the Spell,44,2.66,2/6/2023
perfume,mehro,SKY ON FIRE,52,2.49,2/6/2023
Sex (With My Ex),FLETCHER,THE S(EX) TAPES [Extended],45,3.21,2/6/2023
Shelter,FINNEAS,Blood Harmony,50,3.12,2/6/2023
Sky's Still Blue,Andrew Belle,The Daylight EP,53,4.07,2/6/2023
Lost My Mind,FINNEAS,Blood Harmony,50,2.83,2/6/2023
Good Together,shy martin,Good Together,41,3.42,2/4/2023
Breathing,Anne-Marie,Therapy,47,3.41,2/4/2023
The Way I Am,Charlie Puth,Voicenotes,63,3.1,2/4/2023
24/5,Mimi Webb,Seven Shades of Heartbreak,44,2.64,2/4/2023
None Of My Business,Cher Lloyd,None Of My Business,57,3.07,2/4/2023
Love Somebody,Lauv,Without You,57,2.38,2/4/2023
It's Ok If You Forget Me,Astrid S,Leave It Beautiful,57,3.42,2/4/2023
Good Without,Mimi Webb,Seven Shades of Heartbreak,56,3.05,2/4/2023
Worst Thing,NOTD & kenzie,NOTED...EP,46,2.64,2/4/2023
House On Fire,Mimi Webb,House On Fire,53,2.35,2/4/2023
Lose You,AFROJACK & James Arthur,Lose You,38,2.59,2/4/2023
Little Bit Louder,Mimi Webb,Seven Shades of Heartbreak,50,2.6,2/4/2023
working,Tate McRae & Khalid,working,60,3.5,2/4/2023
Back To You - From 13 Reasons Why – Season 2 Soundtrack,Selena Gomez,Back To You (From 13 Reasons Why – Season 2 Soundtrack),71,3.47,2/4/2023
Drown (feat. Clinton Kane),Martin Garrix & Clinton Kane,Drown (feat. Clinton Kane),60,2.9,2/4/2023
There's No Way (feat. Julia Michaels),Lauv & Julia Michaels,There's No Way (feat. Julia Michaels),60,2.91,2/4/2023
she's all i wanna be,Tate McRae,i used to think i could fly,80,3.45,2/3/2023
Red Flags,Mimi Webb,Red Flags,50,2.37,2/3/2023
SAD B!TCH,Anne-Marie,SAD B!TCH,43,2.21,2/3/2023
LOVE IN THE DARK,Jessie Reyez,BEFORE LOVE CAME TO KILL US (Deluxe),21,3.98,2/3/2023
Be My Queen,Seafret,Most of Us Are Strangers,46,3.39,2/2/2023
Leave or Stay,Vlad Gherman,Leave or Stay,13,2.86,2/2/2023
Snow On The Beach (feat. Lana Del Rey),Taylor Swift & Lana Del Rey,Midnights,68,4.27,1/31/2023
One Of Us,Ava Max,Diamonds & Dancefloors,53,2.97,1/30/2023
Crash,Mokita & Charlotte Sands,Crash,39,2.8,1/30/2023
HABIBI (MY LOVE),Faouzia,HABIBI (MY LOVE),46,2.48,1/30/2023
Minefields,Faouzia & John Legend,CITIZENS,68,3.18,1/30/2023
Best Friends - Remix,The Weeknd & Summer Walker,Dawn FM (Alternate World),42,2.92,1/30/2023
Nobody Love Like Us,AM!R,Nobody Love Like Us,31,2.73,1/30/2023
"RIP, Love",Faouzia,CITIZENS,56,2.9,1/30/2023
Anti-Hero,Taylor Swift,Midnights,81,3.34,1/30/2023
As It Was,Harry Styles,Harry's House,87,2.79,1/30/2023
Deep Down (feat. Never Dull),Alok & Ella Eyre & Kenny Dope & Never Dull,Deep Down (feat. Never Dull),75,2.76,1/30/2023
Bandana,Fireboy DML & Asake,Playboy,69,2.97,1/30/2023
Lights - Sped Up Version,Ellie Goulding & Speed Radio,Lights (Sped Up Version),65,3.17,1/30/2023
Bad Memories (feat. Elley Duhé & FAST BOY),MEDUZA & James Carter & Elley Duhé & FAST BOY,Bad Memories (feat. Elley Duhé & FAST BOY),71,2.48,1/30/2023
Commando,Mavokali,Commando,50,2.7,1/30/2023
Words (feat. Zara Larsson),Alesso & Zara Larsson,Words (feat. Zara Larsson),73,2.38,1/30/2023
Rush,Ayra Starr,19 & Dangerous (Deluxe),72,3.08,1/30/2023
Gilded Lily,Cults,Offering,76,3.55,1/22/2023
Atlantis,Seafret,Tell Me It's Real (Expanded Edition),82,3.82,1/20/2023
Feel Something,Jaymes Young,Feel Something,58,3.62,1/20/2023
Love Will Make Me Stay,Butterfly Boucher,Love Will Make Me Stay,26,3.16,1/20/2023
Dark Matter,Andrew Belle,Black Bear,41,5.31,1/19/2023
Ava,Famy,Teen Wolf (Original Television Soundtrack),53,3.98,1/19/2023
Looking Too Closely,Fink,Teen Wolf (Original Television Soundtrack),50,5.17,1/19/2023
Up N Away,Emmi,Teen Wolf (Original Television Soundtrack),21,3.6,1/19/2023
Vicious,Sabrina Carpenter,emails i can't send,65,2.5,1/11/2023
Escapism. - Sped Up,RAYE & 070 Shake,Escapism. (Sped Up),10,4,1/11/2023
The Color Violet,Tory Lanez,Alone At Prom,84,3.77,1/11/2023
Stand By Me,Ben E. King,Don't Play That Song,77,2.92,1/10/2023
Thank You (Sped Up),fenekot,Thank You,50,1.66,1/10/2023
BABYDOLL X The Perfect Girl,fam0uz,BABYDOLL X The Perfect Girl,55,2.24,1/10/2023
Kill Bill,SZA,SOS,80,2.57,1/3/2023
Peaches Etude,FINNEAS,Optimist (Deluxe),29,2.26,1/1/2023
10:35,Tiësto & Tate McRae,10:35,74,2.87,12/30/2022
Lego Blocks,NERIAH,Lego Blocks,47,2.66,12/30/2022
Weapons,Ava Max,Weapons,50,2.53,12/27/2022
Meet You in Hell,Jade LeMac,Meet You in Hell,33,3.12,12/27/2022
LOVE SUX,Marisa Maino,STAGES OF LOVE & HEARTBREAK,41,3.08,12/27/2022
Black Balloons,Ellise,Black Balloons,38,2.44,12/27/2022
Drive,Black Coffee & David Guetta & Delilah Montagu,Drive,50,4.73,12/21/2022
Stars And Moons,Dizzy,Baby Teeth,28,4.74,12/18/2022
I Hate the Way,Sofia Carson,Purple Hearts (Original Soundtrack),58,3.23,12/17/2022
Purge The Poison,MARINA,Ancient Dreams In A Modern Land,52,3.28,12/14/2022
You Stay by the Sea,Axel Flóvent,You Stay by the Sea,39,2.54,12/12/2022
Have Yourself A Merry Little Christmas,Birdy,Walking in The Air,7,2.15,12/12/2022
Walking in The Air,Birdy,Walking in The Air,25,3.99,12/12/2022
Reasons,Mimi Webb,Reasons,42,2.7,12/9/2022
Friends Don't Fuck,HAVEN,Friends Don't Fuck,50,2.16,12/9/2022
Keep Me - Acoustic,Ashley Singh,Keep Me (Acoustic),42,2.72,12/9/2022
Look Who's Cryin' Now,Jessie Murph,Look Who's Cryin' Now,60,2.36,12/9/2022
Lost,Sarah Proctor,Lost,50,3.58,12/9/2022
Hold Me Closer,Cornelia Jakobs,Hold Me Closer,54,3.32,12/8/2022
Gata de zbor (cu Irina Rimes),The Motans & Irina Rimes,Gata de zbor (cu Irina Rimes),40,3,11/18/2022
i'm yours,Isabel LaRosa,i'm yours,78,2.43,11/17/2022
tired of california,Nessa Barrett,young forever,47,3.18,11/16/2022
High Enough - Slowed,K.Flay & xxtristanxo & Slowed Radio,High Enough (Slowed),52,3.36,11/16/2022
@ my worst,blackbear,@ my worst,58,3.19,11/16/2022
Overdrive,Conan Gray,Overdrive,61,3.05,11/16/2022
buzzkill,MOTHICA,forever fifteen,50,2.34,11/15/2022
October Passed Me By,girl in red,October Passed Me By,62,2.76,11/14/2022
Be Your Own Muse,Haley Blais,Below the Salt,34,4.03,11/13/2022
megan fox,kezia,claire,13,2.5,11/11/2022
Serial Heartbreaker,FLETCHER,Girl Of My Dreams,46,2.22,11/8/2022
Guess We Lied...,FLETCHER,Girl Of My Dreams,43,2.53,11/8/2022
Sting,FLETCHER,Girl Of My Dreams,41,3.12,11/7/2022
chaotic,Tate McRae,i used to think i could fly,70,2.93,11/7/2022
watch,Billie Eilish,dont smile at me,79,2.96,11/6/2022
Still Don't Know My Name,Labrinth,Euphoria (Original Score from the HBO Series),72,2.55,11/6/2022
Fingers Crossed,Lauren Spencer Smith,Fingers Crossed,59,2.92,11/6/2022
Body And Mind,girl in red,if i could make it go quiet,54,3.11,11/6/2022
Moments,Tove Lo,Queen Of The Clouds,38,3.37,11/3/2022
Figure You Out,VOILÀ,Long Story Short,76,2.72,11/1/2022
I Just Want a Lover,Noah Cyrus,The Hardest Part,50,3.36,10/28/2022
madhouse,Nessa Barrett,young forever,50,2.1,10/28/2022
Constellations,Jade LeMac,Constellations,74,3.34,10/28/2022
NIGHTS LIKE THESE,Benson Boone,Walk Me Home...,79,2.88,10/8/2022
Sweat,ZAYN,Nobody Is Listening,63,3.87,10/8/2022
Becky's So Hot,FLETCHER,Girl Of My Dreams,50,2.71,10/8/2022
STRUT,EMELINE,STRUT,61,1.96,10/8/2022
nuh uh,Jades Goudreault,Motel 6 (Bonus Track),52,2.53,10/8/2022
Good In Goodbye,Madison Beer,Life Support,65,2.37,10/8/2022
More Than a Friend,girli,More Than a Friend,59,2.93,10/8/2022
uh oh,Tate McRae,uh oh,73,2.83,10/8/2022
Happier Than Ever - Edit,Billie Eilish,Happier Than Ever (Edit),70,2.52,10/8/2022
Royals,Lorde,Pure Heroine,78,3.17,10/4/2022
Chasing A Feeling,LÉON,Apart,50,3.85,10/2/2022
deep dive,Zaryah,deep dive,50,2.27,9/28/2022
I Was Never There,The Weeknd & Gesaffelstein,"My Dear Melancholy,",83,4.02,9/28/2022
Jealous Girl,namucok,Yes To Heaven,50,2.9,9/27/2022
NASA,Josh Levi,NASA,50,2.21,9/26/2022
Coming Back (feat. SZA),James Blake & SZA,Friends That Break Your Heart,56,3.27,9/26/2022
Only Girl (In The World) - The Bimbo Jones Club,Rihanna & Marc Jackson Burrows & Lee Dagger,Loud,36,7.29,9/24/2022
Unholy (feat. Kim Petras),Sam Smith & Kim Petras,Unholy (feat. Kim Petras),76,2.62,9/22/2022
Loved By You (feat. Burna Boy),Justin Bieber & Burna Boy,Justice,64,2.65,9/22/2022
Hopeless Romantic,Sam Fischer,Hopeless Romantic,44,3.02,9/22/2022
Stranger,Lauv,All 4 Nothing,51,2.74,9/22/2022
If You Let Me,Alina Baraz,Sunbeam,50,2.26,9/22/2022
Butterflies,ASTN,Butterflies,49,2.92,9/22/2022
Only When I Look into Your Eyes,Fiji Blue,Only When I Look into Your Eyes,43,3.32,9/22/2022
Wildfire,Cautious Clay,Deadpan Love,46,2.53,9/22/2022
Move With Me,Locals Only Sound,Move With Me,40,3.09,9/22/2022
New Love,Dua Lipa,New Love,46,4.53,9/18/2022
Genesis,Dua Lipa,Dua Lipa (Deluxe),54,3.43,9/18/2022
Want To,Dua Lipa,Want To,51,3.53,9/18/2022
No Goodbyes,Dua Lipa,Dua Lipa (Deluxe),54,3.6,9/18/2022
Nocturnal,Disclosure & The Weeknd,Caracal (Deluxe),59,6.74,9/18/2022
Willing & Able,Disclosure & Kwabs,Caracal (Deluxe),47,4.88,9/18/2022
Masterpiece,Disclosure & Jordan Rakei,Caracal (Deluxe),38,4.03,9/18/2022
Scorpio Season,Charlotte Cardin,Scorpio Season,50,3.09,9/18/2022
Always Forever,Cults,Static,78,3.73,9/18/2022
two queens in a king sized bed,girl in red,two queens in a king sized bed,50,3.18,9/18/2022
Bags,Clairo,Immunity,57,4.34,9/18/2022
Make Me Blue,Victoria Bigelow,To Everyone I've Loved Before,50,3.14,9/18/2022
Why Am I Like This?,Orla Gartland,Why Am I Like This?,54,3.55,9/16/2022
You Da One,Rihanna,Talk That Talk,72,3.33,9/10/2022
Collide (feat. Tyga),Justine Skye & Tyga,Collide (feat. Tyga),70,4.34,9/10/2022
Hate That I Love You,Rihanna & Ne-Yo,Good Girl Gone Bad: Reloaded,72,3.65,9/10/2022
Pour It Up,Rihanna,Unapologetic (Deluxe),69,2.69,9/10/2022
Insomnia,Daya,Insomnia,56,3,9/6/2022
cinderella's dead,EMELINE,cinderella's dead,68,2.01,9/6/2022
PIECES,Elley Duhé,PIECES,40,2.78,9/6/2022
,,woo x I was never there (sped up),50,0,9/6/2022
Hot In It (feat. Charli XCX),Tiësto & Charli xcx,Hot In It,5,2.16,9/6/2022
If I Could Fly,One Direction,Made In The A.M. (Deluxe Edition),63,3.84,9/2/2022
I Need Your Body,Brooke Bentham,The Room Swayed,33,4.17,9/1/2022
Only Want You,Rita Ora,Phoenix (Deluxe Edition),52,3.01,9/1/2022
I Don't Miss You at All,FINNEAS,Blood Harmony (Deluxe),50,2.15,9/1/2022
Our Song,Anne-Marie & Niall Horan,Therapy,60,2.73,9/1/2022
Home with You,Madison Beer,As She Pleases,50,3.18,9/1/2022
Finally // beautiful stranger,Halsey,Manic,56,3.68,9/1/2022
Sue Me,Sabrina Carpenter,Singular Act I,66,2.99,8/31/2022
Oh My God,Alec Benjamin,These Two Windows,52,3.13,8/31/2022
Lie To Me (feat. Julia Michaels),5 Seconds of Summer & Julia Michaels,Lie To Me (feat. Julia Michaels),56,2.5,8/31/2022
There You Are,ZAYN,Icarus Falls,59,3.33,8/31/2022
Ties,Olly Alexander (Years & Years),Communion (Deluxe),40,3.78,8/31/2022
"Sunflower, Vol. 6",Harry Styles,Fine Line,65,3.7,8/30/2022
I Have A Dream,ABBA,Voulez-Vous,64,4.76,8/30/2022
"Knowing Me, Knowing You",ABBA,ABBA Gold,58,4.03,8/30/2022
Radacini De Dor,Trooper,Radacini de dor,12,18.1,8/29/2022
Sharks,Imagine Dragons,Mercury - Acts 1 & 2,74,3.18,8/29/2022
Mary On A Cross,Ghost,Seven Inches Of Satanic Panic,6,4.08,8/29/2022
Memories (with WILLOW),YUNGBLUD & WILLOW,Memories (with WILLOW),45,2.6,8/29/2022
Altundeva,Eyedrops,Altundeva,10,3.21,8/27/2022
One Right Now (with The Weeknd),Post Malone & The Weeknd,One Right Now,67,3.23,8/27/2022
Wish You Were Here (feat. Khalid),Lukas Graham & Khalid,Wish You Were Here (feat. Khalid),43,2.93,8/27/2022
Am vrut să te sun,Ioana Ignat,Am vrut să te sun,14,2.33,8/27/2022
Young Right Now,Robin Schulz & Dennis Lloyd,Young Right Now,58,3.1,8/27/2022
Nașpa,rares & Arkanian,Nașpa,34,2.2,8/27/2022
Motion,Khalid,Suncity,51,3.93,8/27/2022
Vertigo,Khalid,Suncity,49,4.51,8/27/2022
Cool,Dua Lipa,Future Nostalgia (The Moonlight Edition),52,3.49,8/22/2022
Pretty Please,Dua Lipa,Future Nostalgia (The Moonlight Edition),55,3.24,8/22/2022
Future Nostalgia,Dua Lipa,Future Nostalgia (The Moonlight Edition),52,3.08,8/22/2022
Run It (feat. Rick Ross & Rich Brian),DJ Snake & Rick Ross & Rich Brian,Shang-Chi and The Legend of The Ten Rings: The Album,58,2.72,8/19/2022
S&M Remix,Rihanna & Britney Spears,S&M Remix,59,4.29,8/19/2022
Toxic Pony,ALTÉGO & Britney Spears & Ginuwine,Toxic Pony,63,3.3,8/19/2022
Vegas (From the Original Motion Picture Soundtrack ELVIS),Doja Cat,Vegas (From the Original Motion Picture Soundtrack ELVIS),71,3.05,8/19/2022
Confidence,Bee-B,Confidence,22,2.78,8/19/2022
No Rival,Egzod & Maestro Chives & Alaina Cross,No Rival,56,3.3,8/19/2022
Defectul Meu,YNY Sebi,Most Wanted,31,2.68,8/17/2022
She'd Say (with Ladysmith Black Mambazo),Andy Grammer & Ladysmith Black Mambazo,Naive,50,3.44,8/17/2022
talking to the moon - slowed + reverb,omgkirby,slowmgkirby 2 (slowed + reverb),42,1.93,8/17/2022
Für Elise - Reimagined,Alexander Joseph,Für Elise - Reimagined,56,6,8/8/2022
Love Story (Taylor’s Version),Taylor Swift,Love Story (Taylor’s Version),78,3.93,8/8/2022
I Wanna Be Yours,Arctic Monkeys,AM,91,3.07,8/8/2022
Leave Me Lonely,Ariana Grande & Macy Gray,Dangerous Woman,54,3.83,8/4/2022
Greedy,Ariana Grande,Dangerous Woman,67,3.58,8/4/2022
Toxic - Y2K & Alexander Lewis Remix,Britney Spears & Y2K & Alexander Lewis,Toxic (Y2K & Alexander Lewis Remix),51,1.77,8/4/2022
Same Place,Jade LeMac,Same Place,25,3.7,8/4/2022
The Night You Left,Ashley Kutcher,One Eighty,41,2.66,7/29/2022
Meet Me in the Woods,Lord Huron,Strange Trails,11,4.37,7/28/2022
Hearing,Sleeping At Last,Atlas: II,64,4.14,7/27/2022
Time N Affection,Chris Brown & Rema,Rave & Roses,45,3.85,7/27/2022
Quietly Yours,Birdy,Persuasion (Soundtrack from the Netflix Film),50,3.9,7/27/2022
California Dreamin',The Mamas & The Papas,All The Leaves Are Brown The Golden Era Collection,73,2.67,7/26/2022
I'm In Love with You,Endre Nordvik,I'm In Love with You,50,3.79,7/26/2022
505,Arctic Monkeys,Favourite Worst Nightmare (Standard Version),82,4.23,7/26/2022
Connect the Dots,Greer,Happy People,39,3.13,7/26/2022
Travelin' Man - Remastered,Ricky Nelson,Rick Is 21,57,2.39,7/26/2022
Satellite,Harry Styles,Harry's House,72,3.64,7/26/2022
touch tank,quinnie,touch tank,50,2.99,7/26/2022
Hills Of Fire,Sarah Kinsley,Hills Of Fire,50,3.9,7/26/2022
Family Line,Conan Gray,Superache,75,3.6,7/25/2022
Kiss Her You Fool,Kids That Fly,Kiss Her You Fool,50,2.72,7/25/2022
Hey Lover!,Wabie,Cyclones and Hey Lover,64,2.71,7/25/2022
Total Eclipse of the Heart,Bonnie Tyler,Faster Than the Speed of Night,61,6.97,7/24/2022
Forever Young - 2019 Remaster,Alphaville,Forever Young (Super Deluxe Edition; 2019 Remaster),65,3.77,7/23/2022
I Knew You Were Trouble.,Taylor Swift,Red (Big Machine Radio Release Special),76,3.66,7/22/2022
Meet Me Halfway,Black Eyed Peas,THE E.N.D. (THE ENERGY NEVER DIES) [Deluxe Version],79,4.74,7/22/2022
All I Ever Asked,Rachel Chinouriri,All I Ever Asked,56,3.59,7/21/2022
Hey Lover,The Daughters Of Eve,Hey Lover / Stand by Me,71,2.4,7/21/2022
at least i'm pretty,Harriette,at least i'm pretty,50,1.78,7/21/2022
Never Let Me Go,Florence + The Machine,Ceremonials (Original Deluxe Version),70,4.52,7/19/2022
I Was Born To Love You - Special Edition,Freddie Mercury,Mr Bad Guy (Special Edition),46,3.66,7/14/2022
Stumblin' In - 2017 Remaster,Chris Norman & Suzi Quatro,Stumblin' In (2017 Remaster),70,3.99,7/14/2022
Funnel of Love,The Young Veins,Take a Vacation! (Deluxe Edition),50,2.69,7/14/2022
Little Lies - 2017 Remaster,Fleetwood Mac,Tango In the Night (Deluxe Edition),78,3.68,7/14/2022
Greased Lightnin',John Travolta & Jeff Conaway,Broadway,5,3.24,7/13/2022
Dance (While The Music Still Goes On),ABBA,Waterloo,43,3.25,7/13/2022
You Came - Single Version,Kim Wilde,Close (Expanded Edition),53,3.48,7/13/2022
"Holding Out for a Hero - From ""Footloose"" Soundtrack",Bonnie Tyler,Secret Dreams and Forbidden Fire,74,5.81,7/13/2022
If I Can Dream (From The Original Motion Picture Soundtrack ELVIS),Måneskin,If I Can Dream (From The Original Motion Picture Soundtrack ELVIS),52,3.27,7/12/2022
About Damn Time,Lizzo,About Damn Time,8,3.2,7/12/2022
Why Did It Have To Be Me?,ABBA,Arrival,51,3.35,7/12/2022
Running Up That Hill (A Deal With God),Kate Bush,Hounds Of Love,8,4.98,7/12/2022
SUPERMODEL,Måneskin,SUPERMODEL,65,2.47,7/12/2022
Hands Up - Single Version,Ottawan,Hands Up,65,3.48,7/12/2022
The Winner Takes It All,ABBA,Super Trouper,83,4.91,7/11/2022
Angeleyes,ABBA,Voulez-Vous,70,4.35,7/11/2022
Selfish,Madison Beer,Selfish,56,3.72,7/11/2022
Our Last Summer,ABBA,Super Trouper,62,4.33,7/9/2022
Butterfly Dance,Sasha Lopez & AMI,Butterfly Dance,23,3.28,7/8/2022
Find Me,Sigma & Birdy,Find Me,48,3.41,7/6/2022
Until I Found You,Stephen Sanchez,Until I Found You,78,2.96,7/6/2022
Slipping Through My Fingers,ABBA,The Visitors (Deluxe Edition),75,3.9,7/6/2022
Night Changes,One Direction,FOUR (Deluxe),86,3.78,7/6/2022
Never Forget You,Noisettes,Wild Young Hearts,63,3.2,7/6/2022
Cât te-am iubit,Paulina,Prin lume,50,3.38,7/6/2022
Bones,MS MR,Secondhand Rapture,41,4.22,7/6/2022
echo,Alexander Stewart,echo,50,3.31,6/28/2022
A.M.,One Direction,Made In The A.M. (Deluxe Edition),62,3.48,6/28/2022
Place In Me,Luke Hemmings,When Facing the Things We Turn Away From,46,3.12,6/28/2022
The Backpack Song,Bear Attack!,Shapes,26,3.92,6/27/2022
Don't Upset The Rhythm (Go Baby Go),Noisettes,Wild Young Hearts,45,3.81,6/26/2022
brutal,Olivia Rodrigo,SOUR,76,2.4,6/24/2022
Love You From a Distance,Ashley Kutcher,One Eighty,61,3.4,6/24/2022
Ferrari,James Hype & Miggy Dela Rosa,Ferrari,77,3.11,6/23/2022
O dorință,Marius Moga,O dorință,14,3.79,6/23/2022
First Class,Jack Harlow,First Class,6,2.9,6/23/2022
Să ardă,rares & OTS,Să ardă,30,3.1,6/23/2022
Taie,Irina Rimes,ACASĂ,50,2.71,6/23/2022
"Ce te legeni, Codrule?",Irina Rimes,ACASĂ,50,3.42,6/23/2022
Prea tânăr,rares,Prea tânăr,37,3.42,6/16/2022
FFF,Zara Larsson,Poster Girl,36,3.54,6/14/2022
Last Summer,Zara Larsson,Poster Girl (Summer Edition),26,2.91,6/14/2022
Drive (feat. Wes Nelson),Clean Bandit & Topic & Wes Nelson,Drive (feat. Wes Nelson),59,2.99,6/14/2022
Out of My League,Fitz and The Tantrums,More Than Just a Dream (Deluxe Edition),77,3.49,6/13/2022
Young Dumb & Broke,Khalid,American Teen,81,3.38,6/13/2022
What Are You so Afraid Of,Videoclub,Euphories,50,2.46,6/13/2022
What Now,Rihanna,Unapologetic (Deluxe),58,4.05,6/12/2022
Up All Night,Khalid,Up All Night,53,2.62,6/12/2022
Always,Gavin James,Only Ticket Home,51,4.13,6/12/2022
Break My Heart Again,FINNEAS,Break My Heart Again,50,3.97,6/12/2022
Tongue Tied,GROUPLOVE,Tongue Tied,32,3.63,6/12/2022
Castles,Freya Ridings,Freya Ridings,61,3.53,6/11/2022
Girl From The Internet,Lauren Sanderson,Girl From The Internet,50,3.11,6/11/2022
