Track Name,Artist,Album,Popularity,Duration (min),Added Date
Think Before I Talk,Astrid S,Leave It Beautiful (Complete),49,3.08,8/31/2021
Anywhere,Rita Ora,Phoenix (Deluxe Edition),60,3.6,8/31/2021
Ciao Adios,Anne-Marie,Speak Your Mind (Deluxe),64,3.33,8/31/2021
midnight love,girl in red,if i could make it go quiet,50,3.23,8/30/2021
telepatía,Kali Uchis,Sin Miedo (del Amor y Otros Demonios) ∞,82,2.67,8/29/2021
blind,ROLE MODEL,our little angel - EP,60,2.55,8/29/2021
Are You Bored Yet? (feat. Clairo),Wallows & Clairo,Nothing Happens,77,2.97,8/29/2021
Man's World,MARINA,Ancient Dreams In A Modern Land,55,3.45,8/29/2021
sex money feelings die - slowed version,Lykke Li,sex money feelings die (slowed version),63,2.81,8/29/2021
Billie Bossa Nova,Billie Eilish,Happier Than Ever,76,3.28,8/29/2021
could cry just thinkin about you - Full Version,Troye Sivan,could cry just thinkin about you (Full Version),51,2.63,8/29/2021
Falling,Harry Styles,Fine Line,79,4,8/29/2021
Euphor,Novo Amor & Lowswimmer,Heiress,65,4.06,8/29/2021
bitches broken hearts,Billie Eilish,bitches broken hearts,73,2.94,8/29/2021
Remember That Night?,Sara Kays,Remember That Night?,71,3.79,8/29/2021
High School Sweethearts,Melanie Martinez,K-12,67,5.18,8/24/2021
Cut My Lip,Twenty One Pilots,Trench,61,4.71,8/24/2021
Desire,MEG MYERS,Make a Shadow,43,4.74,8/24/2021
Formula,Labrinth,Euphoria (Original Score from the HBO Series),75,1.53,8/23/2021
Swim,Chase Atlantic,Chase Atlantic,85,3.81,8/23/2021
Complicated,Olivia O'Brien,Complicated,50,3.15,8/21/2021
Why Do You Love Me,Charlotte Lawrence,Why Do You Love Me,48,2.87,8/15/2021
WONDER (reimagined by Jagwar Twin),Jagwar Twin & MORGXN,WONDER [reimagined],50,3.7,8/15/2021
Out Of Love,Alessia Cara,The Pains Of Growing,65,3.79,8/15/2021
Let Me,ZAYN,Icarus Falls,67,3.09,8/7/2021
bitches,Tove Lo,BLUE LIPS (lady wood phase II),45,2.29,8/6/2021
Safe and Sound,Yoke Lore,Safe and Sound,50,4.63,7/29/2021
Kiss You,One Direction,Take Me Home (Expanded Edition),71,3.05,7/25/2021
1000 RPM,The Motans,My Gorgeous Drama Queens,36,3.37,7/24/2021
Remember (with ZOHARA),Gryffin & ZOHARA,Gravity,54,3.69,7/24/2021
"I'm Leaving, Sorry For Your Loss",iamnotshane,One Less Year Alive,35,2.29,7/21/2021
Postcards from You,Life Below Elephants,Postcards from You,17,3.88,7/20/2021
Freaks,Surf Curse,Freaks,83,2.45,7/19/2021
XS,Rina Sawayama,SAWAYAMA,55,3.35,7/17/2021
stfu (i got u),Alaina Castillo,stfu (i got u),50,3.02,7/12/2021
Pretty Savage,BLACKPINK,THE ALBUM,72,3.35,7/12/2021
Somewhere,Tallisker & LA Vision,Somewhere,29,2.82,7/1/2021
Bad Habits,Ed Sheeran,Bad Habits,10,3.85,7/1/2021
Not That Kind of Love,Sophia Messa,Not That Kind of Love,50,2.84,6/26/2021
When Will I See You Again,Shakka,When Will I See You Again,63,3.63,6/25/2021
Didn't Know,Tom Zanetti,Didn't Know,53,2.81,6/25/2021
No Time For Tears,Nathan Dawe & Little Mix,No Time For Tears,49,3.28,6/25/2021
Ride for Me,B Young,Ride for Me,53,3.24,6/25/2021
Love Me Like You,Little Mix,Get Weird (Expanded Edition),73,3.3,6/25/2021
Never Not,Lauv,I met you when I was 18. (the playlist),50,3.47,6/24/2021
Man on the Moon,Zella Day,Man on the Moon,45,4.04,6/16/2021
Oceans,Seafret,Tell Me It's Real (Expanded Edition),60,3.59,6/16/2021
Need Someone,Zara Larsson,Poster Girl,42,2.96,5/29/2021
Hallucinogenics (feat. Lana Del Rey),Matt Maeson & Lana Del Rey,Hallucinogenics (feat. Lana Del Rey),57,3.11,5/26/2021
Linistea,om la luna,Linistea,50,5.23,5/24/2021
Electric Love,BØRNS,Dopamine,79,3.64,5/18/2021
Violent,carolesdaughter,Violent,62,2.26,5/14/2021
Would You Be So Kind,dodie,You - EP,53,3.02,5/11/2021
Trouble’s Coming,Royal Blood,Trouble’s Coming,48,3.81,5/9/2021
Cupid's Chokehold / Breakfast in America,Gym Class Heroes,The Papercut Chronicles,76,4.06,5/4/2021
Clandestina,FILV & Edmofo & Emma Peters,Clandestina,50,2.48,1/25/2020
Lalala,Y2K & bbno$,Lalala,71,2.68,1/25/2020
What A Man Gotta Do,Jonas Brothers,What A Man Gotta Do,70,3.01,1/24/2020
HIGHEST IN THE ROOM (feat. ROSALÍA & Lil Baby) - REMIX,Travis Scott & ROSALÍA & Lil Baby,JACKBOYS,60,4.08,1/24/2020
Eleven,Khalid,Eleven,55,3.44,1/24/2020
No Idea,Don Toliver,No Idea,50,2.57,1/24/2020
Honey,Robyn,Honey,39,4.9,1/21/2020
Ya Bb,Play & Win,Change the World,50,2.95,1/7/2020
Devuelveme,Ozuna,Aura,66,3.15,1/7/2020
Roses - Imanbek Remix,SAINt JHN & Imanbek,Roses (Imanbek Remix),74,2.95,1/7/2020
Mind Is A Prison,Alec Benjamin,Mind Is A Prison,50,2.7,1/7/2020
Never Seen the Rain,Tones And I,The Kids Are Coming,47,3.35,1/6/2020
Look At Her Now,Selena Gomez,Look At Her Now,10,2.71,1/6/2020
Mean It,Lauv & LANY,~how i'm feeling~,50,3.88,1/6/2020
Circles,Post Malone,Circles,3,3.58,1/6/2020
Adore You,Harry Styles,Adore You,1,3.45,1/6/2020
Yummy,Justin Bieber,Yummy,64,3.51,1/6/2020
Own It (feat. Ed Sheeran & Burna Boy),Stormzy & Burna Boy & Ed Sheeran,Own It (feat. Ed Sheeran & Burna Boy),50,3.61,1/6/2020
Family,The Chainsmokers & Kygo,World War Joy,55,3.25,1/6/2020
SUGAR,BROCKHAMPTON,GINGER,67,3.41,1/6/2020
"Alone, Pt. II",Alan Walker & Ava Max,"Alone, Pt. II",69,2.98,1/6/2020
I Kissed A Girl,Katy Perry,One Of The Boys,75,2.99,1/5/2020
Good as Hell (feat. Ariana Grande) - Remix,Lizzo & Ariana Grande,Good as Hell (feat. Ariana Grande) [Remix],58,2.65,1/4/2020
Ayy Macarena,Tyga,Ayy Macarena,64,2.19,1/4/2020
Blinding Lights,The Weeknd,Blinding Lights,22,3.36,1/4/2020
Watermelon Sugar,Harry Styles,Watermelon Sugar,3,2.9,1/4/2020
hot girl bummer,blackbear,hot girl bummer,3,3.08,1/4/2020
Tusa,KAROL G & Nicki Minaj,Tusa,73,3.35,1/4/2020
ROXANNE,Arizona Zervas,ROXANNE,74,2.73,1/4/2020
Yellow Hearts,Ant Saunders,Yellow Hearts,50,3.72,1/4/2020
Vete,Bad Bunny,Vete,69,3.2,1/4/2020
Slip Away,Perfume Genius,Slip Away,50,2.76,1/3/2020
The Bones,Maren Morris,GIRL,50,3.29,1/3/2020
We Should Be Together,Pia Mia,We Should Be Together,40,3.74,1/2/2020
First Time,Liam Payne & French Montana,First Time - EP,42,3.21,1/2/2020
Heroin,Lana Del Rey,Lust For Life,59,5.92,1/2/2020
Link Up,Tinashe,Songs For You,50,3.47,1/2/2020
Mask Off,Future,FUTURE,81,3.41,1/2/2020
I Love It (& Lil Pump),Kanye West & Lil Pump,I Love It,67,2.13,1/2/2020
Missing You,Chris de Burgh,The Love Songs,50,4.14,10/20/2019
Stay Over,Tove Lo,Sunshine Kitty,38,3.15,9/21/2019
Dreamer - Jack Wins Remix,Axwell /\ Ingrosso & Jack Wins,Dreamer (Remixes),50,3.46,11/14/2018
COPYCAT - Sofi Tukker Remix,Billie Eilish & Sofi Tukker,COPYCAT (Sofi Tukker Remix),51,3.31,11/14/2018
Answerphone (feat. Yxng Bane),Banx & Ranx & Ella Eyre & Yxng Bane,Answerphone (feat. Yxng Bane),49,3.18,5/9/2018
I Found,Amber Run,5AM (Expanded Edition),74,4.55,3/16/2018
Miss You (with Major Lazer & Tory Lanez),Cashmere Cat & Major Lazer & Tory Lanez,Miss You (with Major Lazer & Tory Lanez),50,3.1,3/16/2018
Legacy,Dimitri Vangelis & Wyman,Legacy,50,3.31,3/16/2018
